country,title,year,genres,box_office,rate,picture
United States,"Monkeyshines, No. 2",1890,Short,"123,000",4.8,https://m.media-amazon.com/images/M/MV5BNjI1NGJjZDAtNGU3Mi00OTUzLTk3MDAtZGEzNzAwODg1N2IyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,London's Trafalgar Square,1890,Documentary|Short,"123,000",5.4,https://m.media-amazon.com/images/M/MV5BZjhlY2NhYTAtYzMyNi00YmQ5LThhNTYtZmUwY2IyMTA2NzRmXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,"Monkeyshines, No. 3",1890,Short,"123,000",4.2,https://m.media-amazon.com/images/M/MV5BODhkYjY5YTItMGI3MS00MDhiLTk5YzMtN2Q5ZDE3OWRiMjc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,Mosquinha,1890,Short,"123,000",6.5,https://m.media-amazon.com/images/M/MV5BNDY4MjFhNDAtMzM0MS00ZGVjLWFkZmYtMzFlMTQwYzk3ZTFlXkEyXkFqcGdeQXVyNjc2NjkzNTg@._V1_FMjpg_UX1000_.jpg
United States,Dickson Greeting,1891,Short,"123,000",5.3,https://m.media-amazon.com/images/M/MV5BNTIwNjczYTgtYWM5OS00ZGFmLWJkM2YtYjJmNGY5Y2UxMGE2XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_FMjpg_UX1000_.jpg
United States,Newark Athlete,1891,Documentary|Short,"123,000",4.9,https://m.media-amazon.com/images/M/MV5BN2FkMTNmYzQtYjkyNS00YWJjLWFmMjQtMjlkMmJhNjEwZGQxL2ltYWdlXkEyXkFqcGdeQXVyNTc0NjY1ODk@._V1_FMjpg_UX1000_.jpg
United States,Men Boxing,1891,Documentary|Short|Action,"123,000",4.7,https://m.media-amazon.com/images/M/MV5BMGRhMGJmMTktZjkzMy00MTViLWI4MjQtNWQ0ODU5ODAxN2QzXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,The Wave,1891,Short,"123,000",5,https://m.media-amazon.com/images/M/MV5BM2U0OTRlMjAtZTZmOC00NmYxLWJjN2UtNTlmODQ5NGVhMGE5XkEyXkFqcGdeQXVyNjc2NjkzNTg@._V1_FMjpg_UX1000_.jpg
United States,Je vous aime,1891,Short,"123,000",5,https://m.media-amazon.com/images/M/MV5BYTNkYjg2MjctNjExYS00NGJlLWE2ZWYtN2E3NzlkNzYwNDhlXkEyXkFqcGdeQXVyNjc2NjkzNTg@._V1_FMjpg_UX1000_.jpg
United States,Two Fencers,1891,Short|Sport,"123,000",4.9,https://m.media-amazon.com/images/M/MV5BMWQwNjdmOWUtZDEzOC00NDE3LWEzYjEtMzAyMGZhY2Q2ZDZiXkEyXkFqcGdeQXVyNjc2NjkzNTg@._V1_FMjpg_UX1000_.jpg
United States,Pauvre Pierrot,1892,Animation|Comedy|Short,"123,000",6.5,https://m.media-amazon.com/images/M/MV5BYWZiY2U3MjgtMzYzNS00OGUzLWI3OTQtNjkyMmZiZjEzNDc2XkEyXkFqcGdeQXVyOTUzMjk0NDE@._V1_FMjpg_UX1000_.jpg
United States,A Hand Shake,1892,Short,"123,000",3.8,https://m.media-amazon.com/images/M/MV5BYTlhNGFjNWEtNmQxYi00MjA2LWI0NmEtMzVkMDM4ZmZmMzYyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,Fencing,1892,Short|Sport,"123,000",4.2,https://m.media-amazon.com/images/M/MV5BNzZlZTYyZWMtZmRlNC00MDFkLWE3NGQtNmQ0ZDI0NjMxNDM2XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,Edison Kinetoscopic Record of a Sneeze,1894,Documentary|Short,"123,000",5.4,https://m.media-amazon.com/images/M/MV5BNGQ5MjZjYzgtYjJhMC00NDIzLTk0NjgtNmRjZDc1ZGM5MmM5XkEyXkFqcGdeQXVyOTUzMjk0NDE@._V1_FMjpg_UX1000_.jpg
United States,Souvenir Strip of the Edison Kinetoscope,1894,Documentary|Short,"123,000",5.3,https://m.media-amazon.com/images/M/MV5BMzFmYjJiNGItMzgxMC00YTRlLTgyMTUtOGIxOGE4MDRlZDZmXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_FMjpg_UX1000_.jpg
United States,The Boxing Cats (Prof. Welton's),1894,Short|Action|Comedy,"123,000",5.8,https://m.media-amazon.com/images/M/MV5BYTUwODRmYzMtMjRlYi00MjY0LWE5ODgtYjc1OTBmMTI2NTQxXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_FMjpg_UX1000_.jpg
United States,Sioux Ghost Dance,1894,Short|Western,"123,000",5.2,https://m.media-amazon.com/images/M/MV5BMWMyMDM1M2EtZmI0Ni00MGVlLTkzODEtZTFhMmViYTQ0YWE4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
United States,Hadj Cheriff,1894,Short,"123,000",5,https://m.media-amazon.com/images/M/MV5BNzczMTc3NWUtOWI2Mi00ZDAyLThkOWEtNzAwZmMzN2QzZTMyXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,Annie Oakley,1894,Documentary|Short|Western,"123,000",6.3,https://m.media-amazon.com/images/M/MV5BYTg5YjE2MTAtMTUwMy00YjExLThkNGEtZmRhZjMyYjljZTJiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
United States,Falling Cat,1894,Short,"123,000",5.7,https://m.media-amazon.com/images/M/MV5BZTk0NjY5YjctZDMzNi00MmI4LWI5NWQtMTMzY2FjMDkxNjZmXkEyXkFqcGdeQXVyMjYxMzY2NDk@._V1_FMjpg_UX1000_.jpg
United States,Buffalo Dance,1894,Documentary|Short|Western,"123,000",5.4,https://m.media-amazon.com/images/M/MV5BODVmZTAyMGUtMGM2Mi00YTc1LWFlODMtNzAyZDY1MjY0ZDYxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
United States,The Barbershop,1894,Documentary|Short,"123,000",5.3,https://m.media-amazon.com/images/M/MV5BNGJjMWUyODAtYmFjZi00ZjUwLTgyYTgtNjg0MTYxNGFiN2VlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,"The Pickaninny Dance from the ""Passing Show""",1894,Documentary|Short,"123,000",4.4,https://m.media-amazon.com/images/M/MV5BZDc3MjQwMmYtYzkyNS00ZTBlLWFiNGUtOTc3NWZjMjNjZmM0XkEyXkFqcGdeQXVyMzAyNDIwNzY@._V1_FMjpg_UX1000_.jpg
United States,Carmencita,1894,Documentary|Short,"123,000",5.7,https://m.media-amazon.com/images/M/MV5BZmUzOWFiNDAtNGRmZi00NTIxLWJiMTUtYzhkZGRlNzg1ZjFmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
United States,"Luis Martinetti, Contortionist",1894,Short,"123,000",5.6,https://m.media-amazon.com/images/M/MV5BZTc3ODQzYTYtM2I2ZS00ZDNhLWE2NTgtOGQzNzc5NTJkNDJiXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,Leonard-Cushing Fight,1894,Documentary|Short|Sport,"123,000",5,https://m.media-amazon.com/images/M/MV5BYTZmMzlmYzMtNTlhOS00YmY4LTk4MzktZDI4YmZjY2RjMDg4XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,Imperial Japanese Dance,1894,Short,"123,000",5.1,https://m.media-amazon.com/images/M/MV5BNTMyMGQwZTQtMTYwMC00ODFkLTkzYjUtMWE3MzcyYzg4OWY0XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,The Hornbacker-Murphy Fight,1894,Short|Sport,"456,000,000",5,https://m.media-amazon.com/images/M/MV5BYzMzNTEyMWUtM2E3ZS00MTk1LTlkZWMtMjQzM2E5OGI4MjY5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,Band Drill,1894,Short|Comedy,"456,000,000",4.3,https://m.media-amazon.com/images/M/MV5BODFlMzZkYjItMmEyNy00YjhjLWFkYWEtOGMwZjZmYTM2ZTAzXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,Glenroy Brothers (Comic Boxing),1894,Documentary|Short|Sport,"456,000,000",5.3,https://m.media-amazon.com/images/M/MV5BODY3ZTEwYWEtOWIwYi00ZTdhLTgzZDYtNDJjNjJhNjQ2MmE1XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,"Cock Fight, No. 2",1894,Short,"456,000,000",4,https://m.media-amazon.com/images/M/MV5BYTk0MGNhZTEtMWMwOC00NmMwLWE2NTYtOWI5NTQ1NjY2YzU4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
United States,"Glenroy Bros., No. 2",1894,Short|Comedy,"456,000,000",5,https://m.media-amazon.com/images/M/MV5BOWE4NDliNjYtNDAyNS00ZTBhLTkwZGQtODBiNmNlZDUyNDAxXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,Fire Rescue Scene,1894,Drama|Short,"456,000,000",5.6,https://m.media-amazon.com/images/M/MV5BNzFhZjI5ZjItYTEwZS00ZTVjLWFmMGUtNGEzMjI5ZTg5NDdkXkEyXkFqcGdeQXVyNjc2NjkzNTg@._V1_FMjpg_UX1000_.jpg
United States,Corbett and Courtney Before the Kinetograph,1894,Short|Sport,"456,000,000",5.4,https://m.media-amazon.com/images/M/MV5BODA4ZTI3NWYtNzAyYi00Yjc5LTk0NDUtZWIzNzQzYzdkODgyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
United States,Caicedo (with Pole),1894,Short,"456,000,000",6.1,https://m.media-amazon.com/images/M/MV5BZjQzZTA3OTUtYWFkYi00YzBhLWJmZTUtNDA2OTU3YmM3Y2M0XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
United States,Tables Turned on the Gardener,1895,Short|Comedy,"456,000,000",7.1,https://m.media-amazon.com/images/M/MV5BNGNjMDkzNDAtOGI1NS00MGIyLWFkZjgtYWNkYzhlZWYwMmIzXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_FMjpg_UX1000_.jpg
United States,Employees Leaving the Lumi?re Factory,1895,Documentary|Short,"456,000,000",6.9,https://m.media-amazon.com/images/M/MV5BY2EwNzY0YmItOWM2MS00MmQyLWEzYmUtYmQ4ZDNlYjg1OGY0XkEyXkFqcGdeQXVyOTUzMjk0NDE@._V1_FMjpg_UX1000_.jpg
Asia,Wintergartenprogramm,1895,Short,"456,000,000",5.8,https://m.media-amazon.com/images/M/MV5BYWJhOGQyZjEtZTEwOC00NzBjLTg1NjgtYTY5OTBlMmRkZDY3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
Asia,Baby's Dinner,1895,Documentary|Short,"456,000,000",5.9,https://m.media-amazon.com/images/M/MV5BM2Q0ZDhkM2EtODFlOC00NzRiLWJhMmYtMmI0ZWQ0ZTdmMzBmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
Asia,Annabelle Serpentine Dance,1895,Documentary|Short,"456,000,000",6.5,https://m.media-amazon.com/images/M/MV5BYjdkMjg2NGQtYmRmYS00ZGQyLTk5MGQtMWQxZDdlY2U0MzZhXkEyXkFqcGdeQXVyNDExODQzNDA@._V1_FMjpg_UX1000_.jpg
Asia,"The Execution of Mary, Queen of Scots",1895,Short|History,"456,000,000",6.7,https://m.media-amazon.com/images/M/MV5BNWJmMDlmZWEtM2M5Yy00NDA2LThjYWItMTc4ZDZjYWQwY2E3XkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_FMjpg_UX1000_.jpg
Asia,Baignade en Mer,1895,Documentary|Short,"456,000,000",5.7,https://m.media-amazon.com/images/M/MV5BODBiN2QxZjktZmMwZi00NWY3LWI0NjktZmE5MzUwMzIyZDNjXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
Asia,Fishing for Goldfish,1895,Documentary|Short,"456,000,000",5.1,https://m.media-amazon.com/images/M/MV5BYTNkN2I5MGUtMWVmOS00OWE5LWE4ZDMtZjE1NjJiODJkNDc5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
Asia,Trick Riding,1895,Documentary|Short|Comedy,"456,000,000",5.5,https://m.media-amazon.com/images/M/MV5BYTc0OTQ4NzgtZDE3Mi00M2IzLWE0MjMtMjg0MTM1NzU1OGY1XkEyXkFqcGdeQXVyODgzNDIwODA@._V1_FMjpg_UX1000_.jpg
Asia,The Photographical Congress Arrives in Lyon,1895,Documentary|Short,"456,000,000",5.7,https://m.media-amazon.com/images/M/MV5BYmU0ZGY2MWYtY2FiZi00MjM5LTkwMzQtMzBiM2Q3YjQ1YjQ2XkEyXkFqcGdeQXVyODgzNDIwODA@._V1_FMjpg_UX1000_.jpg
Asia,Les Forgerons,1895,Documentary|Short,"456,000,000",5.1,https://m.media-amazon.com/images/M/MV5BNTU3ZjQ4ZmUtNDlmOC00YWM1LTg0MDUtMTBkOGYwMGYwZjdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
Asia,Cordeliers' Square in Lyon,1895,Documentary|Short,"456,000,000",5.6,https://m.media-amazon.com/images/M/MV5BYzc4ZTA4NmItMDdkZS00NWZjLWFjYjQtZjMzYjk5YjVhMTdkXkEyXkFqcGdeQXVyODgzNDIwODA@._V1_FMjpg_UX1000_.jpg
Asia,Boat Leaving the Port,1895,Documentary|Short,"456,000,000",5.9,https://m.media-amazon.com/images/M/MV5BOTU5YzI1MWEtMmZmZS00N2U2LThiODktODM1NDQwZTZkNDE1XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
Asia,The Mechanical Butcher,1895,Short|Comedy|Sci-Fi,"456,000,000",5.9,https://m.media-amazon.com/images/M/MV5BYjM1NDg1ODEtM2IwOS00MWU5LWE5MTgtOGU0MWZiOTdhODM0XkEyXkFqcGdeQXVyODgzNDIwODA@._V1_FMjpg_UX1000_.jpg
Asia,Kamarinskaja,1895,Short,"456,000,000",4.7,https://m.media-amazon.com/images/M/MV5BZDNhZmNhYmUtZDlmYi00M2RmLTkyNWUtYThkODc0NTNiNWM0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
Asia,The Arrival of a Train,1896,Documentary|Short,"456,000,000",7.4,https://m.media-amazon.com/images/M/MV5BZjE2MGVkMTAtMWIwYy00YzQ5LWE2YTAtMTU2NGJmNGNjY2IyXkEyXkFqcGdeQXVyNjMxMzM3NDI@._V1_FMjpg_UX1000_.jpg
Asia,"Arab Cortege, Geneva",1896,Documentary|Short,"456,000,000",4.8,https://m.media-amazon.com/images/M/MV5BMzg1NmQyYzMtNDNjYi00MjMwLWI1NjgtODQ5NGNhNzM1MTljXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
Asia,Panorama du grand Canal pris d'un bateau,1896,Documentary|Short,"456,000,000",6.3,https://m.media-amazon.com/images/M/MV5BZmQ3NDI2YWEtMjY0YS00MTFmLWIzZGMtZWY4NDYwMjdjNTMwXkEyXkFqcGdeQXVyMjM5NTI4Mzc@._V1_FMjpg_UX1000_.jpg
Asia,Demolition of a Wall,1896,Documentary|Short,"456,000,000",6.4,https://m.media-amazon.com/images/M/MV5BNGViNzJkZWYtYzYxNi00YTU3LTg4MWMtOGJmM2RmMGY2ZTU1XkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_FMjpg_UX1000_.jpg
Asia,Mounted Police Charge,1896,Documentary|Short,"456,000,000",4.7,https://m.media-amazon.com/images/M/MV5BMTM5MjU4OGItNTQwMy00MmY5LWFlNDItYjYzMzYyNzdmYjgyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
Asia,Sandow,1896,Short|Sport,"456,000,000",5.4,https://m.media-amazon.com/images/M/MV5BNDhkYjhiOTAtYzYwYy00ZGY4LWEzNzQtMzQwYmM3MmFlMTE1XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
Asia,A Morning Bath,1896,Documentary|Short|Comedy,"456,000,000",4.5,https://m.media-amazon.com/images/M/MV5BZDE2MmMxMzctODk0NS00NTZlLThhN2ItOTc5OWUyNzMyODAyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
Asia,Black Diamond Express,1896,Documentary|Short,"456,000,000",5.4,https://m.media-amazon.com/images/M/MV5BZjBhOTIwZTUtOWNjNS00ZTNlLTgzMTItNTg4MjBjY2ZiN2ExXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
Asia,The Haunted Castle,1896,Short|Horror,"456,000,000",6.7,https://m.media-amazon.com/images/M/MV5BY2RkZDBmNjEtYzdhMC00ODg4LWEwN2EtMmJlMTM4MGQwMGQxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
Asia,Playing Cards,1896,Short|Biography,"456,000,000",5.1,https://m.media-amazon.com/images/M/MV5BODQ0NGEyMjgtMDdhMC00ZTc3LWIyMjktNTQyYzFiMmY0OGRhXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
Asia,A Terrible Night,1896,Short|Comedy|Horror,"456,000,000",5.8,https://m.media-amazon.com/images/M/MV5BMzQxNDllZmYtZDE4MC00YTQ1LThiZmItNTIwNTA1NDdjOTVkXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
Asia,The Vanishing Lady,1896,Short|Horror,"456,000,000",6.3,https://m.media-amazon.com/images/M/MV5BNGRhNTcxMDMtYTMyMi00ZTIxLThiOWUtMTgwZDA2Njk4YTFjXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
Asia,A Nightmare,1896,Short|Horror,"456,000,000",6.5,https://m.media-amazon.com/images/M/MV5BYWRkYjBhOWEtMTNiYS00YTVjLTkxMDYtYjgzZWNiYjQ1YjkxXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
England,"Arroseur et arros?, [II]",1896,Short|Comedy,"456,000,000",6.2,https://m.media-amazon.com/images/M/MV5BOTk2ZTY4MzUtZGM2MC00NzdhLTljNTQtNmUzMWViM2JmNzQ5XkEyXkFqcGdeQXVyODgzNDIwODA@._V1_FMjpg_UX1000_.jpg
England,The Cabbage Fairy,1896,Short|Family|Fantasy,"456,000,000",5.4,https://m.media-amazon.com/images/M/MV5BMGFjOTBhN2MtNDYyZS00MjlmLTg1MTUtZjYyMDRmODY1ODA3XkEyXkFqcGdeQXVyNzUyMjQ3NTQ@._V1_FMjpg_UX1000_.jpg
England,Lancement d'un navire,1896,Short|Documentary,"456,000,000",6.2,https://m.media-amazon.com/images/M/MV5BYWNmODcxN2ItNTdkMS00NzNjLWFhMDYtMzc4YzQ1Y2VkN2ZiXkEyXkFqcGdeQXVyMjA0NzcwMjI@._V1_FMjpg_UX1000_.jpg
England,Arriv?e d'un train ? Perrache,1896,Documentary|Short,"456,000,000",5.7,https://m.media-amazon.com/images/M/MV5BMTNiOTBhMjQtYWQzZS00MGZjLWI5NmMtMDZmYmI1YmI3NTUyL2ltYWdlXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_FMjpg_UX1000_.jpg
England,Repas des chats,1896,Documentary|Short,"456,000,000",5.3,https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
England,Balan?oires,1896,Documentary|Short,"456,000,000",5.1,https://m.media-amazon.com/images/M/MV5BMzc3NTNmNjctZWQ5Yi00ZTEyLTk1ODQtMjU2NmVhMmU0MTAyL2ltYWdlXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_FMjpg_UX1000_.jpg
England,Champs-?lys?es,1896,Documentary|Short,"456,000,000",5.3,https://m.media-amazon.com/images/M/MV5BNTY1NzAwNmMtODVhMS00ZDIxLTg1MjEtMTc5YTExYmE4OTliXkEyXkFqcGdeQXVyODgzNDIwODA@._V1_FMjpg_UX1000_.jpg
England,Saut ? la couvert,1896,Short,"456,000,000",5.6,https://m.media-amazon.com/images/M/MV5BMzc4M2JjODEtOGI0My00MWJiLWI2NDAtOWRlMTg4Mjk0ZGNkXkEyXkFqcGdeQXVyODgzNDIwODA@._V1_FMjpg_UX1000_.jpg
England,Sousse: March? aux charbons (avec chameaux),1896,Documentary|Short,"456,000,000",4.7,https://m.media-amazon.com/images/M/MV5BMGUyMDJjODktM2I0My00OTE1LWFmNWMtYWE2MzI4MjQ3ZDc4XkEyXkFqcGdeQXVyMjM5NTI4Mzc@._V1_FMjpg_UX1000_.jpg
England,Serpentine Dance: Lo?e Fuller,1897,Short,"456,000,000",5.9,https://m.media-amazon.com/images/G/01/imdb/images/social/imdb_logo.png
England,"Fifth Avenue, New York",1897,Documentary|Short,"456,000,000",5.3,https://m.media-amazon.com/images/M/MV5BNzFkZWRkM2YtOGVjNi00YzRmLTg5ODMtMGRmOTIzZWEyNjI5XkEyXkFqcGdeQXVyMTU1ODYxMDEw._V1_FMjpg_UX1000_.jpg
England,Mr. Edison at Work in His Chemical Laboratory,1897,Documentary|Short,"456,000,000",5.1,https://m.media-amazon.com/images/M/MV5BOWRmMWM5MDEtNWYxZC00OGViLTg4ZDEtNDU3OTgzNTUyOTE5XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_FMjpg_UX1000_.jpg
England,The Haunted Castle,1897,Short|Horror,"456,000,000",6.3,https://m.media-amazon.com/images/M/MV5BOTE3NmQyOWQtNzE3MC00YmZmLTk3YTQtOWI5OTEwYTI5ZjE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
England,The Surrender of Tournavos,1897,Short|War,"456,000,000",5.4,https://m.media-amazon.com/images/M/MV5BNDQ0OWQ2ODUtZDU2Mi00ZTA0LTk1NmEtNjg1OWJiMzUxZjY2XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
England,Between Calais and Dover,1897,Short|Comedy,"456,000,000",5.4,https://m.media-amazon.com/images/M/MV5BMWJjMDAyZDQtMjFiZi00YTQ2LWIwOTctNjc2MTU0ZmEwOGMyXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
England,The Bewitched Inn,1897,Short|Comedy|Horror,"999,999",6.4,https://m.media-amazon.com/images/M/MV5BYjIyNTA4NjgtMTczZC00OWE3LTkzNzMtNmZjOTljNDgwNjc3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
England,After the Ball,1897,Short,"999,999",5.3,https://m.media-amazon.com/images/M/MV5BMDAxNTVkZDMtODgzZC00ZmZjLWJhMTktNjZkNGUzMjBjNjlmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_FMjpg_UX1000_.jpg
England,Bataille de boules de neige,1897,Documentary|Short|Comedy,"999,999",6.7,https://m.media-amazon.com/images/M/MV5BN2FiMDZmNTUtNGMxMC00ZDQ2LTg5YjktMGNkNDA2NGIzOWFlXkEyXkFqcGdeQXVyODgzNDIwODA@._V1_FMjpg_UX1000_.jpg
England,Colleurs d'affiches,1897,Short|Comedy,"999,999",5.1,https://m.media-amazon.com/images/M/MV5BYTY5MDQyOTAtODRhZS00YTFkLTg4OGQtY2Q3YmRhMWVmMGVlXkEyXkFqcGdeQXVyMjM5NTI4Mzc@._V1_FMjpg_UX1000_.jpg
England,Football,1897,Documentary|Short|Sport,"999,999",5.4,https://m.media-amazon.com/images/M/MV5BNzM4YTljMWUtMzczZC00MjdiLThkODEtOTM0NDlmMjBmM2M4XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_FMjpg_UX1000_.jpg
